scenario,mr1_before,mr2_before,sia_before,intervention,measles_averted_mean,measles_averted_sd,crs_averted_mean,daly_averted_mean,daly_averted_sd,cost_total_mean,cost_total_sd,cost_daly_corr,cost_per_daly_mean,cost_per_measles_mean
3,0.8863314025543808,0.7121784798207732,0.49573044823174117,sia_campaign,92.45,121.58843489411319,0.388635,30.647063514797804,36.52533290187463,80500.63576775136,866.6710231201208,0.5952451541395817,20001380594.322025,42750906017.35385
3,0.8863314025543808,0.7121784798207732,0.49573044823174117,mr_six_month,597.6833333333333,210.5634102170228,0.9826050000000001,183.9860309021451,62.91962116323219,50286.597039965745,555.9848237404185,-0.1757392994572729,320.2117340945054,99.1348800192425
4,0.42992346356961336,0.5402889875265379,0.235914327734529,sms_reminder,1508.6666666666667,259.3807797214144,16.423095,593.329788545888,94.01566148761562,32328.92256625041,291.90084597777985,0.5719602711232814,55.94412654145096,22.087956691948094
4,0.42992346356961336,0.5402889875265379,0.235914327734529,chw_outreach,2534.3333333333335,319.21991722879,23.782590000000003,961.5173563427713,112.98153802680065,223870.44317287073,442.2457745629603,0.6647848871862503,236.20973351526723,89.83414373581448
4,0.42992346356961336,0.5402889875265379,0.235914327734529,sia_campaign,1076.9666666666667,322.69123356890594,12.09819,427.01310415467617,122.10327060545966,84808.19655267055,1329.7702592824085,0.8248511389754205,216.55525919441072,86.36887543777948
4,0.42992346356961336,0.5402889875265379,0.235914327734529,mr_six_month,599.2333333333333,212.74267450503567,4.96314,221.24327323066603,72.04234149284464,47994.55922418516,182.36443998280706,0.04144995107216761,258.8637878290479,98.1803561968846
5,0.8912809146999149,0.33529463580304275,0.3046007577127137,sms_reminder,232.21666666666667,178.39264667830028,1.132755,78.42725481741489,54.502988146443656,30411.339301639913,230.92851065839287,0.40154572264298244,5713.332352299452,4026708504.689687
5,0.8912809146999149,0.33529463580304275,0.3046007577127137,chw_outreach,418.46666666666664,199.61349876420906,1.7590949999999996,138.72094932300652,61.49729112541175,220680.5732676776,242.1060550770858,0.360879885396114,3667092422.1669297,11019673795.638182
5,0.8912809146999149,0.33529463580304275,0.3046007577127137,sia_campaign,321.4,204.32173974722645,1.62825,109.1064066644155,62.77508618985915,83679.64352271616,1357.6155055135366,0.4871613677000302,1356160137.376266,6845952108.8373
5,0.8912809146999149,0.33529463580304275,0.3046007577127137,mr_six_month,746.2666666666667,208.04205237296512,2.2590750000000006,239.2683159095729,68.02405237651588,50459.77529186004,405.2859192170584,-0.29987440287210376,231.75674838042178,73.71064908279212
6,0.4872396281914037,0.562683969441877,0.8069030844896264,sms_reminder,947.9,236.04305398238967,3.6114,310.77604901305074,74.31778124350701,32116.801892286232,285.47582060555567,0.5950399332588124,109.27268291927108,36.066728212267655
6,0.4872396281914037,0.562683969441877,0.8069030844896264,chw_outreach,1447.55,246.98417122020862,4.97445,469.5920008703467,80.05298711522302,223213.98495198248,321.74437106796273,0.49207658360665324,490.0557470421249,158.9180773153588
6,0.4872396281914037,0.562683969441877,0.8069030844896264,sia_campaign,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,80000000000.0,80000000000.0
6,0.4872396281914037,0.562683969441877,0.8069030844896264,mr_six_month,715.2166666666667,193.70450792092808,2.2350899999999996,229.9603455259271,60.96691161237069,48588.061199325246,201.2349730541909,-0.14873930667183277,230.40265215878884,75.13830667824752
7,0.42840936912143474,0.8538216841166342,0.4568554011170638,sms_reminder,1627.7833333333333,295.0142421232499,13.335854999999999,599.6427348142063,105.00233124381941,33031.04627883737,489.2398750201635,0.7806262655054254,56.610676780697325,20.933080791819883
7,0.42840936912143474,0.8538216841166342,0.4568554011170638,chw_outreach,2872.35,349.07472098869226,17.831775,1005.410978962333,116.19676326834268,225446.70405780885,608.3618010082895,0.7648477376937521,227.3015236748209,79.70611524567894
7,0.42840936912143474,0.8538216841166342,0.4568554011170638,sia_campaign,183.51666666666668,191.47841407207122,1.914705,71.40594042170554,72.8625022130383,80811.7030965244,913.4543403859639,0.7606184842098745,21346297996.933975,24030392435.673023
7,0.42840936912143474,0.8538216841166342,0.4568554011170638,mr_six_month,604.8166666666667,208.6309733849592,4.249635,216.28013014170392,68.47356635622386,48037.68733806672,174.99417983690154,-0.170541092831541,260.0283660244351,94.90501476770766
8,0.79976229964313,0.726808539171614,0.7700628377942129,sms_reminder,245.15,149.66449423070702,0.519285,76.53986754661967,43.928797062445916,30508.168966308484,240.78332902512093,0.267340491732992,3044.617203731939,2534199320.8205843
8,0.79976229964313,0.726808539171614,0.7700628377942129,chw_outreach,356.46666666666664,186.27036503128696,0.636675,110.20000500401996,54.68247839497876,220818.32672554374,230.262539549996,0.38050806934752535,8356.561164426808,7355307492.408735
8,0.79976229964313,0.726808539171614,0.7700628377942129,sia_campaign,1.95,11.210746332574532,0.030809999999999997,0.8554978237097749,3.7083625823375166,80000.0,0.0,0.0,72000008850.59882,77333333386.03604
8,0.79976229964313,0.726808539171614,0.7700628377942129,mr_six_month,624.1833333333333,212.7817733161268,0.946725,191.40902175033068,64.09742470200034,49917.15986897439,537.7740982863437,-0.2903235070537904,311.5210422979096,98.27978508223649
9,0.6920160394339464,0.9144668100046082,0.3648741475809396,sms_reminder,859.7666666666667,213.51177693253572,3.099525,280.25271222755947,65.32443412981746,31560.384785509355,382.71786000930865,0.6871895389094219,119.35267776603003,39.328422719275814
9,0.6920160394339464,0.9144668100046082,0.3648741475809396,chw_outreach,1471.8166666666666,207.2769075147757,4.33212,470.75426670822105,61.8172430661085,222682.64742489086,335.18036935707033,0.5799223945466787,481.6571522967593,154.39817916006558
9,0.6920160394339464,0.9144668100046082,0.3648741475809396,sia_campaign,376.81666666666666,211.6151768081759,1.7046899999999998,126.02982477175483,64.99207388454363,82778.32493784445,1135.879387423593,0.7090471474951733,991.206310727043,4082725131.3688946
9,0.6920160394339464,0.9144668100046082,0.3648741475809396,mr_six_month,677.9833333333333,173.90270188304214,1.81545,215.18474715380222,51.01244999048133,49486.98711770493,385.06005325601933,-0.06069647690181239,243.97469469982732,78.3542408130527
10,0.7507818626427047,0.4330212563999116,0.3709960862322994,sms_reminder,536.6666666666666,192.10280812338192,2.81424,183.0657639554291,60.04743268668468,30890.708514575796,268.7499722009627,0.42110361677747077,203.3313654747541,76.33677421526434
10,0.7507818626427047,0.4330212563999116,0.3709960862322994,chw_outreach,830.2166666666667,208.95893469504693,4.271084999999999,282.43758907856676,63.017873023802714,221492.20299015768,254.4398162090341,0.5541184751896727,829.7233192629203,287.2489689274758
10,0.7507818626427047,0.4330212563999116,0.3709960862322994,sia_campaign,304.06666666666666,202.790850111362,1.9778850000000001,107.26682110498811,61.62465475212715,82675.79565635003,1112.5892860227075,0.656578339356528,2666670140.586662,8133243134.319645
10,0.7507818626427047,0.4330212563999116,0.3709960862322994,mr_six_month,737.55,216.70990017378838,2.5254449999999995,239.18037762063688,64.77318463174092,49921.703288160934,376.7882575032055,-0.10880754804344969,231.5645017746703,81.72903905796235
11,0.9504413726574338,0.7080943181911603,0.24481775963515298,sms_reminder,124.66666666666667,137.71016262022528,0.37206,39.92142322402789,40.06597053894835,30209.564795929004,183.8721413156094,0.382509436275271,4014345078.217023,10543252335.628399
11,0.9504413726574338,0.7080943181911603,0.24481775963515298,chw_outreach,163.33333333333334,149.42285263268428,0.389415,51.39696962446769,44.63025376674435,220254.55404090232,196.69492525390115,0.39465812569140885,33013720601.68065,55027120773.085175
11,0.9504413726574338,0.7080943181911603,0.24481775963515298,sia_campaign,241.4,183.28331438877174,0.513435,75.38841095346994,55.318048127261264,84404.24033525554,1224.5338768123684,0.40110799181720086,1384834162.782673,5565497799.755855
11,0.9504413726574338,0.7080943181911603,0.24481775963515298,mr_six_month,542.7,207.49628912344428,0.73593,165.6154424839718,61.11003375824576,50406.71105733647,527.5477264127568,-0.022189310707241387,357.37629649999684,111.03505163617564
12,0.5147970743799385,0.46608200060185045,0.6038891654072294,sms_reminder,734.8,250.43480854971685,4.649775000000001,258.0170024868879,80.05904847062541,31509.54922547552,265.8467774986267,0.5239812969740129,136.5243620461041,49.1418499656551
12,0.5147970743799385,0.46608200060185045,0.6038891654072294,chw_outreach,1328.7333333333333,252.3031157600362,6.934785,452.9475831995295,81.50253291296099,222698.24291891436,413.41278464522395,0.6896399734534292,508.97552129616275,174.21424245631755
12,0.5147970743799385,0.46608200060185045,0.6038891654072294,sia_campaign,19.05,58.62662222346886,0.22893,7.691295475010965,17.88164154390547,80003.07069369248,17.4438214828068,0.4216102760308077,58666673115.52455,70667695131.87535
12,0.5147970743799385,0.46608200060185045,0.6038891654072294,mr_six_month,725.8166666666667,188.430136625989,3.22725,242.23566001292232,56.147554422633796,48687.77467162965,209.07119137140097,-0.0791706719313272,213.21281136362,72.56170972132462
13,0.584113775638286,0.917871196768203,0.07705535406171991,sms_reminder,1361.5333333333333,272.6477866324162,11.451375000000002,504.30587472038786,93.85921958655152,32029.1820694726,417.89916795186826,0.7101614641865284,65.9076741948114,24.552746317251824
13,0.584113775638286,0.917871196768203,0.07705535406171991,chw_outreach,2377.5333333333333,345.0003607083461,16.477109999999996,848.086939506913,117.24938587152194,223651.1479894991,526.7677295158926,0.789220369788159,269.137330700401,96.14898694196162
13,0.584113775638286,0.917871196768203,0.07705535406171991,sia_campaign,1458.6666666666667,258.61739221397227,13.095419999999999,547.9308353244463,86.28745356367898,87962.68729619644,1413.6158764925008,0.7255369950681795,164.59161782295845,62.360243195465664
13,0.584113775638286,0.917871196768203,0.07705535406171991,mr_six_month,649.7,181.06272393841863,4.053075000000001,227.5970302921558,59.73289080072772,48860.217985895535,265.6645836146729,-0.20788788086426785,234.38804854721593,82.78285962963756
14,0.7006953424629164,0.37291041452003704,0.1609572628890066,sms_reminder,662.3333333333334,206.70217436903968,6.656909999999999,255.36876215781197,67.15600346590315,31045.351448862824,240.6653445453927,0.4362273938759982,131.04335809100135,51.810349857432236
14,0.7006953424629164,0.37291041452003704,0.1609572628890066,chw_outreach,1182.5666666666666,252.29991192141853,10.155795,439.95578078386035,90.52795410832304,221830.2291333355,308.2796168482318,0.6592673215337508,529.1929609294473,197.09675277438245
14,0.7006953424629164,0.37291041452003704,0.1609572628890066,sia_campaign,890.3,272.94610579135707,9.200099999999999,345.59308657537525,96.69206991480783,86443.10422924039,1276.0059647705507,0.6756174580735983,275.7353575257721,109.43503012689352
14,0.7006953424629164,0.37291041452003704,0.1609572628890066,mr_six_month,735.65,208.694419746512,4.97679,261.2892901024714,66.53296710109332,49535.299407444814,292.230231677633,-0.29909263889080134,209.22098323303072,74.7741903952372
15,0.942488317211438,0.5242427634012407,0.7392179798561315,sms_reminder,102.93333333333334,119.66395540104058,0.350415,33.36143816447051,35.204871037924335,30213.02617607436,190.3629680157499,0.5104557496116394,5007651471.50859,11028717596.105824
15,0.942488317211438,0.5242427634012407,0.7392179798561315,chw_outreach,148.9,141.29528182733728,0.44518500000000005,47.68896635256487,41.53088339588852,220266.8066819704,223.02989102991148,0.4601997331698318,25685354843.05489,62369667382.13567
15,0.942488317211438,0.5242427634012407,0.7392179798561315,sia_campaign,21.266666666666666,67.75663969104593,0.058109999999999995,6.760575769135626,19.729068206877926,80000.0,0.0,0.0,54666681820.128334,68000000234.26317
15,0.942488317211438,0.5242427634012407,0.7392179798561315,mr_six_month,615.4666666666667,222.962662544402,0.946725,188.85825073708693,66.12942646726569,50684.22061671735,508.99704054230494,-0.22469742361382408,318.4751731988778,99.31562762394597
16,0.6054383731393677,0.6875194379460996,0.38349953850882273,sms_reminder,981.3666666666667,208.93882411419432,4.264455,326.6075359673593,62.57559608225067,31716.40432157659,292.19381822244225,0.6187550488272145,101.3915761169372,34.04890699910548
16,0.6054383731393677,0.6875194379460996,0.38349953850882273,chw_outreach,1535.3833333333334,202.373260063895,6.315074999999999,507.69009512314886,67.97905483248829,222711.18185938834,304.6967896932475,0.49581518680773523,447.31032044821376,147.7797020183825
16,0.6054383731393677,0.6875194379460996,0.38349953850882273,sia_campaign,333.6666666666667,205.61733606116215,2.1327149999999997,117.36025678721762,65.57484800074847,82187.72455762762,1165.080877917913,0.7459784708471052,4030536293.461374,6746398726.743977
16,0.6054383731393677,0.6875194379460996,0.38349953850882273,mr_six_month,699.3833333333333,183.5916747991465,2.576145,228.48037727977632,56.16713013253793,48998.06394326056,321.63096890828626,-0.14654706536463133,231.8533340685821,76.4651844460535
17,0.6835512451770366,0.595049761160022,0.6898946947479315,sms_reminder,442.1666666666667,203.5832480556514,1.0297949999999998,138.91327397162527,62.02647037753192,30897.226822933448,262.3788831190875,0.5440841204562284,510146142.6027368,510145886.7843565
17,0.6835512451770366,0.595049761160022,0.6898946947479315,chw_outreach,752.5666666666667,199.61699716095208,1.6167450000000003,235.1729696016027,58.57835237424118,221554.84374001218,274.2530244179642,0.42236004565799434,1008.8119772451937,319.1249284347268
17,0.6835512451770366,0.595049761160022,0.6898946947479315,sia_campaign,0.7666666666666667,5.888878406699266,0.036855,0.5651087650196841,2.1836320316395934,80000.0,0.0,0.0,73333334634.82817,78666666695.65218
17,0.6835512451770366,0.595049761160022,0.6898946947479315,mr_six_month,705.0833333333334,199.9922741563339,1.344135,218.75732459242923,59.757021620462524,49584.98958482001,365.17039018611615,-0.1476057801692515,249.11987508465748,77.78810734462773
18,0.8546241120838152,0.9215044974597573,0.18868956266089942,sms_reminder,418.75,168.17992597215638,0.9088949999999998,130.9429899209269,49.77346507391582,30714.447759750426,282.2621841012151,0.308656420180512,594.5295245151287,507476101.5245313
18,0.8546241120838152,0.9215044974597573,0.18868956266089942,chw_outreach,657.8166666666667,187.4959992165759,1.354275,205.0193637795274,53.70343953969291,221138.9328955481,288.7974030630431,0.5856350474671604,1170.551041055244,373.592673985857
18,0.8546241120838152,0.9215044974597573,0.18868956266089942,sia_campaign,502.55,213.30357279395645,1.2825149999999998,158.9199638669235,62.89610606067886,85621.83165743951,1293.6927192764017,0.6125580078466007,659.9853560396634,220.24862784481107
18,0.8546241120838152,0.9215044974597573,0.18868956266089942,mr_six_month,560.55,229.46339032621304,0.796575,171.39963242975745,67.14116033777552,50044.701939458944,481.36789809363535,-0.3244686956452766,400.7418490839974,126.04944171284195
19,0.6301518015685204,0.8896726720949549,0.6066263709899838,sms_reminder,847.0833333333334,227.31954686935504,2.506725,271.0601949710729,70.82316241600888,31840.77172582723,325.496233535104,0.6178482595591355,127.72850431684748,40.917160881010645
19,0.6301518015685204,0.8896726720949549,0.6066263709899838,chw_outreach,1499.55,196.53306973636776,3.5302799999999994,471.4561734108749,61.88563645798436,223263.8586087736,385.8984002177713,0.6626619612666217,482.21374929027587,151.63927437465964
19,0.6301518015685204,0.8896726720949549,0.6066263709899838,sia_campaign,10.233333333333333,38.08121438306411,0.15327000000000002,4.411715855360358,12.341917643528806,80052.98981559207,226.17606702634546,0.4220336848205543,58678016469.60386,73345535367.85019
19,0.6301518015685204,0.8896726720949549,0.6066263709899838,mr_six_month,666.1333333333333,160.4977119947682,1.4757600000000002,208.57632143256785,50.01313980043822,49270.75136316764,334.4670161433387,-0.17063100837395437,250.26545734319222,78.27993429495804
20,0.9530410409515456,0.5079232009754069,0.271470483741494,sms_reminder,117.71666666666667,118.98432553165237,0.4804799999999999,38.89007591213215,35.83012682602689,30216.343196578957,185.3446278225963,0.20134262452271523,3521633863.448848,10057596644.625277
20,0.9530410409515456,0.5079232009754069,0.271470483741494,chw_outreach,140.71666666666667,132.17804805976252,0.7257899999999999,47.888713694607155,41.557593396377186,220285.6478557102,198.33576025092188,0.1919918380159846,11008433621.725676,36705758310.229546
20,0.9530410409515456,0.5079232009754069,0.271470483741494,sia_campaign,268.18333333333334,178.99147946822,0.9112349999999999,86.90407977647358,54.13669299168203,84224.16579257774,1249.0953390691523,0.3599478524184216,8260.834996612748,6905938176.604916
20,0.9530410409515456,0.5079232009754069,0.271470483741494,mr_six_month,634.6333333333333,196.25476356568322,1.214265,196.94067108907694,60.00484779692417,50581.4783010011,508.95573367326483,-0.19686195665591205,291.7289537835173,91.56616935478476
21,0.5842949945452035,0.4005332971127095,0.38972598662746927,sms_reminder,771.3833333333333,212.05416695321554,6.977879999999999,290.2478837193477,76.51842670257614,31305.138481150196,243.841814362167,0.5194950477490383,116.35709480391581,44.162865410047985
21,0.5842949945452035,0.4005332971127095,0.38972598662746927,chw_outreach,1363.0,295.3708967834622,10.17393,492.923927594784,100.91130965787302,222379.32439406862,345.8398683243008,0.7176057661603606,470.78701490164883,171.34219859710967
21,0.5842949945452035,0.4005332971127095,0.38972598662746927,sia_campaign,330.23333333333335,242.71439777831247,3.711045,130.94865061387557,87.4585309771795,82050.12688594547,1097.1285484326327,0.7243665433933866,2696999267.4412303,10729303307.848381
21,0.5842949945452035,0.4005332971127095,0.38972598662746927,mr_six_month,739.95,165.96188568463543,5.148779999999999,264.1378092925262,60.535569703776154,48917.7793283881,243.4293468091618,-0.20959289193991593,196.51472979621323,70.08324618290996
22,0.8249423949727758,0.911065783987782,0.6154957936902296,sms_reminder,343.46666666666664,163.43841517695756,0.5733,105.8098363751428,46.98778452878096,30780.170135353364,271.4618626724324,0.49142316717878776,423.00500703935353,509794090.09849447
22,0.8249423949727758,0.911065783987782,0.6154957936902296,chw_outreach,526.3666666666667,143.99270429049136,0.86034,161.9860785911829,42.0180346660354,221215.46108710734,239.1924182933039,0.347944226981916,1462.6264415489557,453.2464698092754
22,0.8249423949727758,0.911065783987782,0.6154957936902296,sia_campaign,17.883333333333333,51.017020580281724,0.13435499999999997,6.4754602651329245,15.868948389099026,80060.19981381178,214.4673700852687,0.277277069231269,46681069691.80075,62681056607.0028
22,0.8249423949727758,0.911065783987782,0.6154957936902296,mr_six_month,544.65,156.47511250461952,0.6021599999999998,164.9492486390757,46.42026609576799,49986.079135152184,408.38629361070224,-0.15145244010308254,340.33068284426344,104.59857050902265
23,0.4718248787305834,0.8298097948165574,0.89365089480451,sms_reminder,1191.4333333333334,285.3381249597669,4.853745,393.52817581983686,91.80138202099013,32798.31630950765,498.66215229495646,0.7825769730339677,88.58424701706899,29.32390257687816
23,0.4718248787305834,0.8298097948165574,0.89365089480451,chw_outreach,2035.2166666666667,228.13081712522361,6.634290000000001,656.9084928824955,74.61721428293541,224798.2666758678,527.9224815785369,0.7074153395597577,346.70470903277777,111.85655495194929
23,0.4718248787305834,0.8298097948165574,0.89365089480451,sia_campaign,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,80000000000.0,80000000000.0
23,0.4718248787305834,0.8298097948165574,0.89365089480451,mr_six_month,599.35,196.22646992696983,2.5595699999999995,199.05422457965807,57.138367022680484,48476.30707654857,197.00620018479017,0.01948567694785072,265.961522509623,91.26128852969457
24,0.44485132006886724,0.7585254572291386,0.039801959693814566,sms_reminder,1921.2833333333333,384.41024490625745,22.068539999999995,766.2716813719784,145.2786991851115,32726.212603010314,511.3584337471851,0.815281430653068,44.52519279427745,17.872445295292607
24,0.44485132006886724,0.7585254572291386,0.039801959693814566,chw_outreach,3425.866666666667,360.2938368733066,34.163415,1318.3882307248577,125.26760647155153,224992.55339148463,522.5316987895985,0.8087426281176401,172.22122931428794,66.42762178141993
24,0.44485132006886724,0.7585254572291386,0.039801959693814566,sia_campaign,1922.4166666666667,296.71486265811194,23.536889999999993,780.179560546943,111.88203941103086,88477.2112821233,1140.5496313199121,0.7748277728092596,115.7855647164146,47.08983569596546
24,0.44485132006886724,0.7585254572291386,0.039801959693814566,mr_six_month,562.1166666666667,236.74797370950307,5.3139449999999995,213.62527939461754,71.27088972752786,48076.641722104345,170.84451995300805,0.028914474027999407,284.4473454154006,183.05395390204075
25,0.488841872499486,0.4210189482353132,0.9007626615922127,sms_reminder,619.55,222.1650606343551,3.0310800000000007,209.3249188037341,62.76138795001234,31523.26364633254,323.89762814775804,0.37531369441058116,169.11857716663346,59.63097828533899
25,0.488841872499486,0.4210189482353132,0.9007626615922127,chw_outreach,1243.8833333333334,212.52333924118128,4.909904999999998,409.3959468579971,62.72799196877429,222819.6692225206,404.49418158307736,0.6367915018207023,557.4070993228681,184.5813155329681
25,0.488841872499486,0.4210189482353132,0.9007626615922127,sia_campaign,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,80000000000.0,80000000000.0
25,0.488841872499486,0.4210189482353132,0.9007626615922127,mr_six_month,669.2166666666667,221.29852324154555,3.145545,224.9172816184816,63.26086802305977,48645.30073228823,223.6099984894995,-0.09156491783501011,238.01887175808858,83.39922704620145
26,0.4275854614465241,0.34352418063481516,0.032391495298419226,sms_reminder,1466.2833333333333,275.05593926003894,16.16277,578.5201500425487,102.77830866153917,31635.832610826044,322.9431333426226,0.789306965999455,56.4874851527285,22.38517994447398
26,0.4275854614465241,0.34352418063481516,0.032391495298419226,chw_outreach,2538.983333333333,326.1947011457353,29.314740000000004,1014.0278470067591,118.43885655347096,223116.9342530899,393.5056907833765,0.7397379965276735,223.1961632394179,89.45220094016341
26,0.4275854614465241,0.34352418063481516,0.032391495298419226,sia_campaign,2029.8833333333334,264.32240992562265,24.4062,819.6652505673717,96.68364031846444,88654.03459683449,1223.457463699531,0.8245251376216476,109.68176101793777,44.40583058711068
26,0.4275854614465241,0.34352418063481516,0.032391495298419226,mr_six_month,634.9166666666666,188.47769909343535,5.520255,236.8363741292707,57.61203246644651,47943.36247005661,148.24894300963996,-0.038347970449727965,217.553415123602,84.90548392547088
27,0.9414695792309629,0.34669726327706646,0.7847615114226888,sms_reminder,133.21666666666667,136.20769577703342,0.498615,43.59353831185082,40.1258200258086,30219.15218745703,174.135450127901,0.30559406178746895,3523789634.612186,9048430537.099264
27,0.9414695792309629,0.34669726327706646,0.7847615114226888,chw_outreach,193.01666666666668,142.67299343448133,0.556335,61.62657430011403,41.53910166321569,220341.47703583926,204.49337237051475,0.4045016295825874,11011253639.881062,33030152939.371826
27,0.9414695792309629,0.34669726327706646,0.7847615114226888,sia_campaign,2.283333333333333,11.85902141362806,0.12265499999999999,1.8022321410964033,5.009070790272894,80000.0,0.0,0.0,61333343233.488014,74666668308.07649
27,0.9414695792309629,0.34669726327706646,0.7847615114226888,mr_six_month,715.35,220.6163959606508,1.1998349999999998,220.42748975170355,66.41133145121282,50740.01267578919,453.57681073837955,-0.09866622690163177,257.86497611963017,80.32321501288645
28,0.8369330606977674,0.5636710876914303,0.49135836536079647,sms_reminder,308.7,169.50755145420513,0.806715,97.794149269691,49.44969275334782,30557.586867637434,224.71323475393234,0.3947233039404359,803.1137803880061,1014681202.7384208
28,0.8369330606977674,0.5636710876914303,0.49135836536079647,chw_outreach,499.26666666666665,170.06311246776067,1.1473799999999998,156.70971131033718,49.82608033610996,220904.10281219694,235.81546765688353,0.5090285413600686,1627.1267441314096,531.1585240095185
28,0.8369330606977674,0.5636710876914303,0.49135836536079647,sia_campaign,69.85,118.70535301044065,0.5190899999999999,25.239767238195746,36.155654333438456,80462.3568530901,756.1669743413997,0.5064345044072394,21335106617.04216,52157688234.75854
28,0.8369330606977674,0.5636710876914303,0.49135836536079647,mr_six_month,684.2,197.6590330172981,1.3878150000000002,213.05006527728332,57.87092585647411,50172.293659764706,443.77696571651495,-0.19814150214467424,253.97290962319383,80.49968259519792
29,0.928299777446867,0.39991401022958745,0.15571513564319192,sms_reminder,219.85,168.38990715994035,0.9348299999999999,72.97838242762259,49.18063506134803,30343.025046374,172.402155967366,0.13422432301541884,1513524880.2923367,4038318899.2454486
29,0.928299777446867,0.39991401022958745,0.15571513564319192,chw_outreach,329.7,161.26161973637744,1.2864150000000003,108.37467266579031,50.44990365777595,220515.48979689248,225.83447498737112,0.38092540039811695,2686.760798853323,936.0439894445609
29,0.928299777446867,0.39991401022958745,0.15571513564319192,sia_campaign,541.6666666666666,188.4659709927026,2.3901149999999993,180.6075002589784,58.755582491882635,86641.94742088174,1266.4035226232265,0.2755590810371137,536.3762632041531,181.7168085320877
29,0.928299777446867,0.39991401022958745,0.15571513564319192,mr_six_month,712.55,187.95579489160033,1.987245,226.8884426651624,59.00157297517825,50677.13850682728,514.2087595882464,-0.4112099321519772,243.33269422635587,77.92099158634353
30,0.9393129822898302,0.8903290098936196,0.8832604665276826,sms_reminder,70.93333333333334,86.20786249267265,0.19656,22.574701706203676,25.465662717637382,30177.802643612267,210.76441359748875,0.37017248236207334,7029616642.843738,13045183287.529825
